title,company,summary,salary
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Data Scientist,Republic Services,The Data Scientist constantly explores our existing data while seeking out new data to consume. The Data Scientist drives internal data analytics projects for…,0
E-09-311 Data Scientist,Axiologic Solutions,"Demonstrated experience performing data assessment, data engineering, modeling and analytics to enable new methodologies for end user analysts, data scientists,…",0
"Data Scientist, Advanced Analytics",Universal Orlando Resort,"Experience leveraging predictive modeling, big data analytics, exploratory data analysis and machine learning to drive significant business impact.",0
"Fellow, Data Scientist - Rhythm Management",Boston Scientific Corporation,"Working knowledge of national registries, claims data sources, and other real-world evidence sources of data. Strong understanding of Rhythm Management clinical…",0
Data Scientist,"Farmer's Business Network, Inc.",We're looking for data scientists who are enthusiastic about applying big data to help farmers! The data science team at FBN: We are proudly Farmers First℠.,0
Data Scientist Advisor,FedEx Services,"Demonstrated superior analytical skills with diverse analytics, data types and statistical software and applications. Hadoop & Hadoop technology stack.",0
Data Scientist,C&J Energy Services,"Data Scientist reports to the Business Solutions Manager at R&T and is responsible for all Data Mining, Programming, Machine Learning and Analytical tasks…",0
Data Scientist,The Learning Corp,Apply data science methods to TLC’s data to identify actionable business insights. TLC has an immediate opening for a data scientist that will help us discover…,0
Senior NLP Data Scientist,R2 Commerce,"They are looking to add senior and junior level NLP Data Scientists, ML Engineers with strong NLP fundamentals and NLP Engineers with a salary +bonus level of …","$150,000 - $220,000 a year"
Data Scientist,"Intuitive Surgical, Inc.","Hands-on experience with data science and machine learning frameworks such as scikit-learn is required. Experience with signal processing, time series analysis,…",0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Lead Data Scientist,Aetna,"The candidate will lead a project team responsible for extracting and manipulating data from multiple, large… Aetna takes our candidate's data privacy seriously.",0
Sports Data Scientist,Awesemo.com LLC,Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data… Conduct research using historical sports data.,"$50,000 - $100,000 a year"
Data Scientist,National Security Agency,"Data Scientists are hired into positions directly supporting a technical mission office or the Data… As a Data Scientist at NSA, responsibilities may include:","$99,172 - $152,352 a year"
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",$21.93 - $26.43 an hour
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. They should have extensive knowledge of Tableau and data integration.,"$65,000 - $75,000 a year"
Pricing Data Scientist,Tarifica,The primary responsibilities of the Pricing Data Scientist will be to… Performing routine and ad-hoc data analyses and reconciling/correcting data issues.,0
Data Scientist,Xerox Corporation,"Data exploration, mathematical/ statistical modelling, data analysis, and hypothesis testing. To manipulate data and draw insights from large data sets.",0
Data Scientist,Beyond Finance,"Manipulate large data sets, integrate diverse data sources, data types and data structures into solutions. Exposure to Advanced Analytics and Data Mining.",0
"Data Science & Python Instructor (Part-Time, Intern)",Extensive Business Solutions Corp.,"OPT/CPT are welcome to apply. 2+ years experience as a data scientist, Python developer, blockchain developer, machine learning engineer, etc.",$15 - $30 an hour
"Data Scientist, Expert (San Francisco)",Pacific Gas And Electric Company,"Performs analysis on complex data models requiring customized reports and data and presents recommendations. Experience in Data Modeling, 8yrs.",0
Data Scientist (EFT Analytics),KOCH MINERALS,"Is looking for a Data Scientist to join our team! Use industry technologies, tools, and data mining frameworks for data analytics including data visualization…",0
Data Scientist,AdTheorent,We are looking to hire a results-oriented data scientist with experience in data analysis and predictive modeling. We are an Equal Opportunity Employer.,0
Associate Data Scientist,Gannett,"Machine learning, data mining, statistical modeling, data visualization. Evaluate, understand and process large data sets from multiple internal and 3rd party…",0
Data Scientist,BlackBerry,"Why you are interested in working at Blackberry Cylance OR Blackberry. The skills, strengths and expertise you will contribute to our diverse team of…",0
Data Scientist,Stevens Institute of Technology,"Primarily involved in planning and conducting experiments and analyzing results, either with a definite end use (to develop new methods, processes, or…",0
